MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty 50,     23416.55,     23478.95,     23516.35,     23282.65,     23366.70,1288706238297.98,5723225697,Y, ,36740162,     26373.20,     22182.55
Y, , ,NIFTY50 EQL Wgt,     32174.00,     32230.35,     32293.45,     31976.30,     32123.90,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY100 EQL Wgt,     33682.50,     33787.50,     33884.85,     33542.95,     33711.20,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY100 LowVol30,     19309.15,     19347.30,     19367.40,     19234.45,     19304.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY Alpha 50,     52299.55,     52467.55,     52634.75,     51919.60,     52203.05,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY MIDCAP 150,     22315.95,     22399.45,     22461.40,     22172.60,     22251.80,0.00,0,Y, ,0,     23007.10,     19218.00
Y, , ,NIFTY SMLCAP 50,      8914.25,      8938.15,      8969.55,      8863.90,      8909.55,0.00,0,Y, ,0,      9282.70,      7338.35
Y, , ,NIFTY SMLCAP 250,     17052.70,     17112.75,     17156.75,     16987.65,     17054.50,0.00,0,Y, ,0,     18077.35,     14143.45
Y, , ,NIFTY MIDSML 400,     20385.90,     20460.65,     20513.65,     20272.95,     20347.85,0.00,0,Y, ,0,     20886.30,     17390.85
Y, , ,NIFTY200 QUALTY30,     19952.40,     20055.90,     20070.30,     19807.50,     19862.75,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty FinSrv25 50,     27294.20,     27359.55,     27654.60,     27222.65,     27327.85,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY AlphaLowVol,     25375.60,     25456.90,     25545.70,     25342.85,     25410.50,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty200Momentm30,     30043.20,     30139.20,     30316.05,     29893.55,     30013.05,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100ESGSecLdr,      3921.45,      3934.40,      3941.10,      3904.40,      3920.25,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY100 ESG,      4788.95,      4805.40,      4820.90,      4777.25,      4800.10,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY M150 QLTY50,     23695.00,     23826.00,     23850.20,     23571.50,     23628.55,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY INDIA MFG,     15790.90,     15847.70,     15861.05,     15679.80,     15730.15,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty200 Alpha 30,     25615.80,     25711.45,     25851.70,     25458.65,     25604.05,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NiftyM150Momntm50,     62356.55,     62652.10,     62862.10,     61976.25,     62241.75,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty50 USD,      8470.35,      8470.30,      8543.15,      8400.10,      8529.40,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty IT,     29300.60,     29509.95,     29639.80,     28918.85,     29010.30,0.00,0,Y, ,0,     40301.40,     27078.00
Y, , ,Nifty Next 50,     70010.95,     70311.50,     70568.95,     69814.80,     70191.95,0.00,0,Y, ,0,     72442.15,     59896.10
Y, , ,Nifty Bank,     54307.85,     54405.20,     54865.50,     54140.60,     54496.25,0.00,0,Y, ,0,     61764.85,     49954.85
Y, , ,NIFTY MIDCAP 100,     60966.65,     61179.00,     61359.15,     60508.15,     60754.90,0.00,0,Y, ,0,     62907.50,     52032.85
Y, , ,Nifty 500,     22497.70,     22569.45,     22614.65,     22379.05,     22465.35,0.00,0,Y, ,0,     24144.20,     20385.65
Y, , ,Nifty 100,     24427.70,     24500.20,     24544.60,     24301.50,     24397.30,0.00,0,Y, ,0,     26975.15,     22720.45
Y, , ,Nifty Midcap 50,     17264.65,     17323.50,     17382.05,     17129.00,     17198.90,0.00,0,Y, ,0,     17859.10,     14804.55
Y, , ,Nifty Realty,       764.60,       767.60,       779.05,       766.30,       768.90,0.00,0,Y, ,0,      1038.70,       638.65
Y, , ,Nifty Infra,      9209.15,      9235.55,      9244.95,      9143.80,      9182.25,0.00,0,Y, ,0,      9792.60,      8426.65
Y, , ,Nifty Energy,     40445.75,     40561.30,     40641.20,     40141.20,     40346.10,0.00,0,Y, ,0,     41828.55,     32890.30
Y, , ,Nifty FMCG,     48216.00,     48277.70,     48369.25,     48026.40,     48302.45,0.00,0,Y, ,0,     58485.05,     45334.15
Y, , ,Nifty MNC,     31696.10,     31853.10,     31879.20,     31605.40,     31703.70,0.00,0,Y, ,0,     32964.90,     27597.20
Y, , ,Nifty Pharma,     24177.95,     24285.45,     24396.65,     24154.25,     24248.05,0.00,0,Y, ,0,     25043.15,     21149.90
Y, , ,Nifty PSE,     10122.25,     10134.60,     10160.35,     10028.70,     10080.45,0.00,0,Y, ,0,     10839.05,      9168.35
Y, , ,Nifty PSU Bank,      8219.35,      8239.65,      8361.75,      8200.35,      8259.05,0.00,0,Y, ,0,      9918.65,      6709.10
Y, , ,Nifty Serv Sector,     29586.00,     29667.70,     29781.95,     29402.35,     29517.65,0.00,0,Y, ,0,     34549.75,     28232.65
Y, , ,Nifty Auto,     26144.35,     26279.95,     26349.90,     25997.75,     26165.95,0.00,0,Y, ,0,     29179.10,     22915.65
Y, , ,Nifty Metal,     13436.00,     13438.35,     13476.25,     13125.85,     13221.65,0.00,0,Y, ,0,     13873.75,      8997.35
Y, , ,Nifty Media,      1451.90,      1465.75,      1508.50,      1462.40,      1502.45,0.00,0,Y, ,0,      1786.15,      1245.05
Y, , ,NIFTY SMLCAP 100,     18121.05,     18176.10,     18229.00,     18024.25,     18110.30,0.00,0,Y, ,0,     19224.95,     14986.00
Y, , ,Nifty 200,     13549.85,     13591.50,     13618.45,     13473.55,     13527.00,0.00,0,Y, ,0,     14700.95,     12396.10
Y, , ,Nifty Div Opps 50,      5846.95,      5864.80,      5873.60,      5794.40,      5821.65,0.00,0,Y, ,0,      6584.65,      5614.00
Y, , ,Nifty Commodities,     10181.95,     10201.85,     10218.40,     10041.75,     10103.30,0.00,0,Y, ,0,     10569.65,      8526.15
Y, , ,Nifty Consumption,     11185.90,     11219.80,     11234.05,     11146.45,     11193.35,0.00,0,Y, ,0,     12716.20,     10298.50
Y, , ,Nifty Fin Service,     25031.25,     25085.60,     25355.10,     24950.65,     25056.80,0.00,0,Y, ,0,     28562.50,     23373.95
Y, , ,Nifty50 Div Point,        42.90,        53.34,        53.34,        53.34,        53.34,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Liq 15,      7073.70,      7083.35,      7115.30,      7017.40,      7052.05,0.00,0,Y, ,0,      7774.60,      6565.70
Y, , ,Nifty CPSE,      6963.85,      6967.65,      6982.35,      6874.65,      6906.15,0.00,0,Y, ,0,      7593.35,      6101.90
Y, , ,Nifty GrowSect 15,     10725.50,     10807.80,     10821.00,     10709.80,     10735.25,0.00,0,Y, ,0,     12852.45,     10329.35
Y, , ,Nifty50 PR 2x Lev,     11409.65,     11468.85,     11502.70,     11277.75,     11359.50,0.00,0,Y, ,0,     31895.45,      1056.45
Y, , ,Nifty50 PR 1x Inv,       225.10,       224.55,       226.40,       224.20,       225.60,0.00,0,Y, ,0,     31895.45,       197.80
Y, , ,Nifty50 TR 2x Lev,     17174.75,     17279.15,     17330.05,     16991.45,     17114.55,0.00,0,Y, ,0,     31895.45,      1056.45
Y, , ,Nifty50 TR 1x Inv,       183.80,       183.25,       184.80,       182.95,       184.10,0.00,0,Y, ,0,     31895.45,       161.80
Y, , ,Nifty50 Value 20,     11942.40,     11983.95,     12004.90,     11864.30,     11908.35,0.00,0,Y, ,0,     13684.40,     11528.60
Y, , ,Nifty Mid Liq 15,     16305.70,     16374.10,     16446.40,     16077.55,     16160.60,0.00,0,Y, ,0,     17142.65,     13702.75
Y, , ,Nifty Pvt Bank,     26238.50,     26288.25,     26427.65,     26137.55,     26299.25,0.00,0,Y, ,0,     29748.45,     23957.45
Y, , ,NIFTY100 Qualty30,      5478.00,      5494.60,      5497.40,      5442.15,      5460.35,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 8 13Yr,      2983.03,      2983.58,      2994.13,      2983.30,      2990.43,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 10Yr,      2609.45,      2609.95,      2619.28,      2609.95,      2617.26,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 10Yr Cln,       865.05,       865.05,       868.16,       865.05,       867.48,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 4 8Yr,      3256.46,      3257.02,      3280.00,      3257.02,      3277.45,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 11 15Yr,      3259.69,      3260.32,      3278.11,      3260.31,      3275.46,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS 15YrPlus,      3448.78,      3449.50,      3476.35,      3449.50,      3473.67,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty GS Compsite,      3061.75,      3062.32,      3077.14,      3062.16,      3073.67,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NIFTY HEALTHCARE,     15323.15,     15395.90,     15474.20,     15339.60,     15409.35,0.00,0,Y, ,0,     16002.70,      7249.70
Y, , ,NIFTY CONSR DURBL,     35422.40,     35666.10,     35721.85,     35349.40,     35464.55,0.00,0,Y, ,0,     44426.55,     21967.45
Y, , ,NIFTY OIL AND GAS,     11159.40,     11172.80,     11188.75,     11080.05,     11106.20,0.00,0,Y, ,0,     13607.20,      6645.90
Y, , ,NIFTY500 MULTICAP,     15885.10,     15937.60,     15970.50,     15803.70,     15864.25,0.00,0,Y, ,0,     17112.15,      8254.50
Y, , ,NIFTY LARGEMID250,     16151.25,     16205.70,     16242.25,     16057.35,     16117.50,0.00,0,Y, ,0,     17095.20,      8318.55
Y, , ,NIFTY MID SELECT,     14186.30,     14227.45,     14292.75,     14066.55,     14107.50,0.00,0,Y, ,0,     14770.50,      6054.20
Y, , ,NIFTY TOTAL MKT,     12681.75,     12722.75,     12747.35,     12615.70,     12664.25,0.00,0,Y, ,0,     13842.60,      7145.35
Y, , ,NIFTY MICROCAP250,     23894.20,     23996.25,     24045.65,     23803.40,     23892.75,0.00,0,Y, ,0,     26476.90,      8567.20
Y, , ,NIFTY IND DIGITAL,      7864.60,      7888.30,      7920.40,      7797.85,      7814.05,0.00,0,Y, ,0,     10152.15,      4924.40
Y, , ,Nifty Tata 25 Cap,     14273.20,     14326.00,     14354.00,     14046.40,     14122.85,0.00,0,Y, ,0,     18764.95,     13218.65
Y, , ,Nifty MidSml Hlth,     47772.55,     47999.45,     48296.35,     47760.30,     47987.50,0.00,0,Y, ,0,     49130.40,     31279.60
Y, , ,Nifty Multi Mfg,     16088.65,     16143.25,     16155.50,     15994.40,     16042.10,0.00,0,Y, ,0,     16649.05,     12294.45
Y, , ,Nifty Multi Infra,     14245.65,     14287.10,     14306.50,     14170.15,     14224.80,0.00,0,Y, ,0,     15154.10,     11537.35
Y, , ,BHARATBOND-APR30,      1574.41,      1574.73,      1575.61,      1574.73,      1575.61,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR31,      1427.85,      1428.13,      1428.14,      1428.13,      1428.14,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR32,      1293.33,      1293.59,      1293.82,      1293.59,      1293.82,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR33,      1254.05,      1254.30,      1254.30,      1254.30,      1254.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Ind Defence,      9067.30,      9094.60,      9167.50,      9031.55,      9072.80,0.00,0,Y, ,0,      9487.75,      5025.35
Y, , ,Nifty Ind Tourism,      7357.60,      7378.60,      7411.80,      7287.55,      7323.80,0.00,0,Y, ,0,      9497.20,      6502.65
Y, , ,Nifty Capital Mkt,      5348.20,      5369.60,      5418.65,      5222.30,      5273.35,0.00,0,Y, ,0,      5697.10,      2885.10
Y, , ,Nifty500Momentm50,     52510.20,     52692.05,     52905.25,     52166.70,     52409.60,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NiftyMS400 MQ 100,     50179.10,     50391.20,     50477.40,     49625.45,     49848.55,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NiftySml250MQ 100,     45004.10,     45136.25,     45207.90,     44676.65,     44863.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 10 EW,      8406.00,      8440.75,      8457.55,      8355.25,      8378.45,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty AQL 30,     21979.65,     22061.55,     22078.05,     21931.25,     22000.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty AQLV 30,     19694.15,     19736.80,     19751.35,     19593.05,     19667.20,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty EV,      3057.20,      3075.45,      3079.90,      3051.85,      3064.75,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty HighBeta 50,      4208.15,      4224.70,      4250.80,      4176.30,      4216.90,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty New Consump,     10911.35,     10942.65,     10979.65,     10854.30,     10896.95,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Corp MAATR,     38539.80,     38730.50,     38816.30,     38312.05,     38545.25,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Low Vol 50,     23794.05,     23861.05,     23895.40,     23701.05,     23767.80,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Mobility,     21468.55,     21538.50,     21582.65,     21366.85,     21465.25,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Qlty LV 30,     15983.40,     16043.25,     16049.70,     15925.85,     15960.50,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Sml250 Q50,     24405.70,     24476.85,     24603.80,     24366.95,     24415.50,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 15 EW,      9397.25,      9434.80,      9462.90,      9373.60,      9403.95,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Alpha 30,     17872.25,     17931.90,     17973.70,     17767.20,     17856.85,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Enh ESG,      4821.55,      4838.15,      4853.80,      4809.95,      4832.95,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty200 Value 30,     15450.10,     15470.75,     15508.20,     15296.90,     15384.05,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 EW,     14301.50,     14354.00,     14387.10,     14245.30,     14297.35,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Multi MQ 50,     41804.55,     41944.25,     42023.20,     41332.45,     41542.50,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 Value 50,     16592.60,     16615.35,     16645.50,     16391.50,     16487.10,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 20 EW,      8362.20,      8394.45,      8411.90,      8335.40,      8364.65,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty CoreHousing,     14811.80,     14882.05,     14918.35,     14755.80,     14799.35,0.00,0,Y, ,0,     16859.35,     12788.20
Y, , ,Nifty FinSerExBnk,     30083.90,     30142.95,     30694.00,     29996.20,     30138.30,0.00,0,Y, ,0,     32654.20,     23850.75
Y, , ,Nifty Housing,     11805.05,     11836.75,     11873.50,     11722.70,     11794.45,0.00,0,Y, ,0,     12244.25,      9839.70
Y, , ,Nifty IPO,      2144.60,      2151.65,      2160.20,      2140.75,      2149.90,0.00,0,Y, ,0,      2289.75,      1617.15
Y, , ,Nifty MS Fin Serv,     21468.05,     21482.00,     21722.05,     21235.10,     21389.75,0.00,0,Y, ,0,     22712.05,     13363.10
Y, , ,Nifty MS Ind Cons,     17514.55,     17601.00,     17630.95,     17448.65,     17481.90,0.00,0,Y, ,0,     20923.30,     15614.35
Y, , ,Nifty MS IT Telcm,      9606.90,      9674.40,      9713.35,      9541.30,      9556.85,0.00,0,Y, ,0,     11536.70,      7748.35
Y, , ,Nifty NonCyc Cons,     14538.35,     14566.10,     14588.60,     14468.45,     14525.75,0.00,0,Y, ,0,     16983.45,     13311.10
Y, , ,Nifty Rural,     14856.00,     14909.50,     14973.90,     14805.45,     14864.35,0.00,0,Y, ,0,     16396.40,     12891.50
Y, , ,Nifty Shariah 25,      7741.65,      7789.10,      7795.20,      7698.65,      7722.25,0.00,0,Y, ,0,      8663.60,      7121.55
Y, , ,Nifty Trans Logis,     23785.25,     23877.05,     23932.35,     23691.80,     23815.40,0.00,0,Y, ,0,     26459.70,     18482.85
Y, , ,Nifty50 Shariah,      4292.75,      4321.15,      4324.40,      4265.10,      4272.70,0.00,0,Y, ,0,      5145.60,      4082.25
Y, , ,Nifty500 LMS Eql,     17721.25,     17781.75,     17820.00,     17630.65,     17697.55,0.00,0,Y, ,0,     18330.05,     14479.00
Y, , ,Nifty500 Shariah,      6889.55,      6927.90,      6932.35,      6851.10,      6868.40,0.00,0,Y, ,0,      7624.10,      6004.55
Y, , ,Nifty500 Qlty50,     19623.50,     19701.45,     19738.85,     19380.40,     19471.90,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 LowVol50,     21669.00,     21722.15,     21759.25,     21585.30,     21649.35,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 MQVLv50,     30519.40,     30615.80,     30656.55,     30381.80,     30480.15,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 Flexicap,      9602.35,      9655.05,      9676.70,      9557.90,      9583.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty TMMQ 50,     43957.85,     44137.80,     44214.00,     43608.25,     43799.05,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty FPI 150,      1516.25,      1521.10,      1523.80,      1508.15,      1513.90,0.00,0,Y, ,0,      1641.40,      1346.50
Y, , ,Nifty SME Emerge,     13678.95,     13710.85,     13795.60,     13705.10,     13744.50,0.00,0,Y, ,0,     17223.65,     11015.55
Y, , ,Nifty Internet,      1194.70,      1193.75,      1208.15,      1187.00,      1192.80,0.00,0,Y, ,0,      1501.90,      1056.45
Y, , ,Nifty Chemicals,     29055.50,     29208.30,     29280.20,     29008.90,     29126.95,0.00,0,Y, ,0,     31895.45,     24851.65
Y, , ,Nifty Waves,      1917.35,      1927.70,      1977.00,      1926.55,      1957.05,0.00,0,Y, ,0,      2789.80,      1581.05
Y, , ,Nifty InfraLog,     11986.45,     12034.60,     12064.25,     11923.55,     11985.85,0.00,0,Y, ,0,     12422.55,      9210.40
Y, , ,Nifty500 Health,     19848.20,     19932.75,     20027.10,     19854.50,     19963.85,0.00,0,Y, ,0,     20529.60,     16294.60
Y, , ,Nifty RailwaysPSU,      2923.70,      2930.30,      2945.15,      2903.55,      2921.50,0.00,0,Y, ,0,      4005.50,      2744.60
Y, , ,NiftyConglomerate,     14487.25,     14556.15,     14605.55,     14400.05,     14483.05,0.00,0,Y, ,0,     15284.30,     12226.80
Y, , ,Nifty MidSmall 50 50,     19792.35,     19864.25,     19915.30,     19691.10,     19765.00,0.00,0,Y, ,0,     20218.05,     16874.30
Y, , ,Nifty Cement,     14568.50,     14655.95,     14666.05,     14372.20,     14438.55,0.00,0,Y, ,0,     18188.60,     13534.80
Y, , ,Nifty Smallcap 500,     19362.80,     19435.15,     19483.05,     19293.20,     19366.10,0.00,0,Y, ,0,     20338.25,     15960.20
Y, , ,Nifty REITs Realty,      1763.90,      1769.55,      1781.00,      1766.70,      1769.25,0.00,0,Y, ,0,      1976.65,      1632.55
Y, , ,India VIX,15.8850,15.8850,16.3700,13.4600,15.7875,0,0,Y, ,0,28.9075,8.7200
 , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , 
 , , ,NIFTY 50 Sec, , , , , , , , , , , , 
N,EQ,ADANIENT,ADANI ENTERPRISES LIMITED,      2972.80,      2992.00,      3059.80,      2921.80,      3048.20,              16937706264.00,5617327,Y, ,160264,      3059.80,      1753.00
N,EQ,ADANIPORTS,ADANI PORT & SEZ LTD,      1790.90,      1801.50,      1827.90,      1796.70,      1824.20,               2977511768.20,1640762,Y, ,73965,      1842.80,      1290.50
N,EQ,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,      8249.00,      8265.00,      8341.00,      8240.00,      8304.50,               1558871682.50,187969,Y, ,32390,      8443.00,      6696.50
N,EQ,ASIANPAINT,ASIAN PAINTS LIMITED,      2661.60,      2666.00,      2699.80,      2665.00,      2686.70,               4342373548.70,1615011,Y, ,80056,      2985.70,      2115.00
N,EQ,AXISBANK,AXIS BANK LIMITED,      1253.30,      1260.00,      1276.00,      1252.10,      1272.30,               9894824248.10,7825303,Y, ,196069,      1418.30,      1042.50
N,EQ,BAJAJ-AUTO,BAJAJ AUTO LIMITED,     10362.00,     10394.00,     10446.00,     10317.00,     10342.00,               2562910257.00,247150,Y, ,40557,     10834.00,      7858.50
N,EQ,BAJAJFINSV,BAJAJ FINSERV LTD.,      1709.80,      1720.00,      1740.50,      1698.00,      1703.20,               2431523166.30,1414054,Y, ,116682,      2195.00,      1597.00
N,EQ,BAJFINANCE,BAJAJ FINANCE LIMITED,       874.40,       874.00,       913.00,       874.00,       889.40,              11892197301.35,13274646,Y, ,247599,      9788.00,       787.90
N,EQ,BEL,BHARAT ELECTRONICS LTD,       409.90,       410.10,       412.00,       405.10,       408.20,               4519339139.20,11084641,Y, ,138457,       473.45,       361.20
N,EQ,BHARTIARTL,BHARTI AIRTEL LIMITED,      1818.90,      1824.90,      1827.80,      1790.70,      1798.20,               7078153192.70,3926715,Y, ,139936,      2174.50,      1740.50
N,EQ,CIPLA,CIPLA LTD,      1398.70,      1394.00,      1406.10,      1382.00,      1401.30,               1466586870.70,1050391,Y,XD,46916,      1673.00,      1165.70
N,EQ,COALINDIA,COAL INDIA LTD,       481.65,       483.30,       483.60,       469.10,       472.30,               4544901078.85,9592529,Y, ,108534,       491.25,       368.65
N,EQ,DRREDDY,DR. REDDY S LABORATORIES,      1267.50,      1273.00,      1289.40,      1268.50,      1278.20,                991323808.20,774687,Y, ,37715,      1379.70,      1148.40
N,EQ,EICHERMOT,EICHER MOTORS LTD,      7110.00,      7140.00,      7150.00,      7029.00,      7070.00,               2992796391.00,422329,Y, ,44113,      8230.00,      5219.50
N,EQ,ETERNAL,ETERNAL LIMITED,       254.35,       253.35,       258.80,       252.80,       256.50,               8758212863.45,34207436,Y, ,166230,       368.45,       212.60
N,EQ,GRASIM,GRASIM INDUSTRIES LTD,      3103.50,      3109.00,      3124.60,      3066.20,      3087.70,               2156510976.70,697168,Y, ,40921,      3197.50,      2502.50
N,EQ,HCLTECH,HCL TECHNOLOGIES LTD,      1168.30,      1179.00,      1182.50,      1147.00,      1154.70,               2280522182.00,1971395,Y, ,64251,      1780.10,      1103.40
N,EQ,HDFCBANK,HDFC BANK LTD,       754.20,       753.95,       758.70,       744.65,       747.05,              16596636748.90,22116568,Y, ,214858,      2037.70,       726.65
N,EQ,HDFCLIFE,HDFC LIFE INS CO LTD,       573.75,       577.40,       590.00,       573.90,       575.30,               2265027078.05,3882527,Y, ,97539,       820.75,       555.10
N,EQ,HINDALCO,HINDALCO  INDUSTRIES  LTD,      1125.60,      1126.60,      1132.30,      1090.10,      1092.60,               5001877261.30,4546693,Y, ,213202,      1176.00,       618.00
N,EQ,HINDUNILVR,HINDUSTAN UNILEVER LTD.,      2079.40,      2086.70,      2127.50,      2077.20,      2121.50,               3844317953.20,1822999,Y, ,74294,      2479.60,      2022.50
N,EQ,ICICIBANK,ICICI BANK LTD.,      1251.70,      1257.00,      1265.00,      1250.00,      1262.10,              12798754410.30,10166393,Y, ,232444,      1500.00,      1187.60
N,EQ,INDIGO,INTERGLOBE AVIATION LTD,      4508.80,      4492.00,      4517.80,      4442.40,      4481.30,               3534729815.10,788870,Y, ,72263,      6232.50,      3895.20
N,EQ,INFY,INFOSYS LIMITED,      1201.30,      1220.00,      1223.80,      1194.30,      1197.50,              10447514955.60,8692290,Y, ,138390,      1728.00,      1089.00
N,EQ,ITC,ITC LTD,       280.30,       280.00,       281.40,       277.85,       280.70,               4497626941.70,16065822,Y, ,234148,       428.55,       275.05
N,EQ,JIOFIN,JIO FIN SERVICES LTD,       235.74,       235.29,       239.30,       235.14,       236.89,               2891063914.59,12186829,Y, ,106436,       338.60,       223.30
N,EQ,JSWSTEEL,JSW STEEL LIMITED,      1301.10,      1301.10,      1309.80,      1266.50,      1284.00,               2074531488.70,1618038,Y, ,50729,      1328.00,       962.15
N,EQ,KOTAKBANK,KOTAK MAHINDRA BANK LTD,       381.50,       381.50,       383.70,       374.65,       377.45,               3837876400.25,10129597,Y, ,89111,      2266.00,       345.50
N,EQ,LT,LARSEN & TOUBRO LTD.,      3942.10,      3960.00,      3978.00,      3923.90,      3953.20,               5056602151.80,1278243,Y, ,92273,      4440.00,      3288.10
N,EQ,M&M,MAHINDRA & MAHINDRA LTD,      3016.10,      3039.90,      3059.00,      3012.70,      3040.50,               5122799374.80,1685633,Y, ,86232,      3839.90,      2896.00
N,EQ,MARUTI,MARUTI SUZUKI INDIA LTD.,     13064.00,     13151.00,     13175.00,     12915.00,     13050.00,               3861351641.00,295703,Y, ,53111,     17370.00,     12016.00
N,EQ,MAXHEALTH,MAX HEALTHCARE INS LTD,       966.20,       977.10,       978.95,       962.85,       977.25,               1279967082.50,1317243,Y, ,39415,      1314.30,       903.00
N,EQ,NESTLEIND,NESTLE INDIA LIMITED,      1382.90,      1383.00,      1393.20,      1372.30,      1386.20,               1853217018.40,1342143,Y, ,44772,      2490.00,      1084.70
N,EQ,NTPC,NTPC LTD,       366.40,       365.95,       368.50,       358.65,       361.65,               3729605456.60,10277061,Y, ,153548,       414.40,       315.55
N,EQ,ONGC,OIL AND NATURAL GAS CORP.,       267.55,       267.80,       268.45,       263.70,       264.75,               1986477913.50,7493239,Y, ,59130,       307.50,       228.61
N,EQ,POWERGRID,POWER GRID CORP. LTD.,       284.60,       284.00,       286.55,       283.00,       285.65,               1982170499.70,6955072,Y, ,60499,       324.95,       250.00
N,EQ,RELIANCE,RELIANCE INDUSTRIES LTD,      1303.70,      1304.50,      1306.00,      1288.00,      1291.00,              23028393410.00,17785223,Y,XD,356802,      1611.80,      1288.00
N,EQ,SBILIFE,SBI LIFE INSURANCE CO LTD,      1764.90,      1774.00,      1797.80,      1766.10,      1782.80,               1277670066.30,715458,Y, ,41410,      2132.00,      1720.00
N,EQ,SBIN,STATE BANK OF INDIA,       979.25,       980.00,       992.60,       970.60,       977.70,              20573351918.85,20955539,Y, ,288991,      1234.70,       781.70
N,EQ,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,       915.80,       920.10,       944.90,       916.15,       923.30,               5360092912.60,5769377,Y, ,105658,      1108.00,       566.50
N,EQ,SUNPHARMA,SUN PHARMACEUTICAL IND L,      1780.10,      1789.00,      1802.90,      1779.00,      1782.20,               4464103156.60,2495159,Y, ,93080,      1916.60,      1548.00
N,EQ,TATACONSUM,TATA CONSUMER PRODUCT LTD,      1149.30,      1149.80,      1156.00,      1129.00,      1130.90,               1136828877.20,998276,Y, ,40775,      1282.70,      1007.20
N,EQ,TATASTEEL,TATA STEEL LIMITED,       210.57,       209.40,       210.50,       203.90,       206.77,               7391020153.38,35802398,Y, ,249803,       224.40,       149.80
